GHG source,Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (t)
fleets,Transport Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,41634.80734,1594.613121,114.0191679
fleets,Transport Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,537637.6501,18817.31775,1245.572398
fleets,Transport Canada,FY 2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,722512.905,27672.24426,1942.746605
fleets,Transport Canada,FY 2018-19,Marine Vessels,1,gasoline,gasoline,3027625.184,105966.8814,7053.925986
fleets,Transport Canada,FY 2018-19,aircraft,1,aviation fuel,aviation turbo fuel,3806213.917,142352.4005,9818.612167
fleets,Transport Canada,FY 2018-19,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,10432081.43,399548.7188,28240.48438
fleets,Transport Canada,FY 2019-20,other mobile equipment,1,liquified petroleum gas,propane,685.0002501,17.33735633,1.055132613
fleets,Transport Canada,FY 2019-20,Marine Vessels,1,gasoline,gasoline,927.7998652,32.47299528,2.16163972
fleets,Transport Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),5997.999816,151.8093753,2.13408903
fleets,Transport Canada,FY 2019-20,other mobile equipment,1,gasoline,gasoline,32223.01058,1127.80537,79.46834278
fleets,Transport Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,36438.92381,1395.610782,99.78991574
fleets,Transport Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,484460.0703,16956.10246,1122.372632
fleets,Transport Canada,FY 2019-20,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,623411.9991,23876.67957,1676.276001
fleets,Transport Canada,FY 2019-20,aircraft,1,aviation fuel,aviation turbo fuel,3378197.167,126344.574,8714.491676
fleets,Transport Canada,FY 2019-20,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,12718166.51,487105.7773,34429.1001
fleets,Transport Canada,FY 2020-21,Other mobile equipment,1,liquified petroleum gas,propane,1007.800133,25.50742137,1.55235517
fleets,Transport Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),6243.000737,158.0103487,2.221259219
fleets,Transport Canada,FY 2020-21,Marine Vessels,1,gasoline,gasoline,8828.121458,308.984251,20.56823599
fleets,Transport Canada,FY 2020-21,Other mobile equipment,1,gasoline,gasoline,10403.49586,364.1223552,25.65711975
fleets,Transport Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,102383.1496,3921.274632,280.3817239
fleets,Transport Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,273363.19,9567.711649,633.3139569
fleets,Transport Canada,FY 2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,492002.785,18843.70667,1322.933994
fleets,Transport Canada,FY 2020-21,aircraft,1,aviation fuel,aviation turbo fuel,3162638.101,118282.665,8158.425133
fleets,Transport Canada,FY 2020-21,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,12108847.8,463768.8707,32774.14084
